source,target,weight
119419377912877056,6806265446909510657,0.0110333696839715
119419377912877056,6851799698815845377,0.016697798043635213
119419377912877056,6869941060425237506,0.012998820479717604
119419377912877056,6872243314772345857,0.01236748882607454
119419377912877056,6876731745220920321,0.012324966445798708
119419377912877056,6882458879956780033,0.01218789112393663
119419377912877056,6932353646320108546,0.01370961477972925
119419377912877056,6934842504743879681,0.015426400803847067
119419377912877056,6970866552057267202,0.010697897290577853
119419377912877056,6986850469483676673,0.013520242333999656
119419377912877056,7020605956485940251,0.014935385757301183
119419377912877056,7060374955943003137,0.013742114911146849
119419377912877056,7319387104206259206,0.014509117178258415
119419377912877056,7384728630012806150,0.018142202187523167
119419377912877056,7476774838238430216,0.016667669889037187
6509672677845843969,6530552777457238017,0.00987948196664997
6509672677845843969,6796501145089229825,0.015423381381898499
6509672677845843969,6826232852025263106,0.01609721316868872
6509672677845843969,6843726665424585734,0.030827824132692503
6509672677845843969,6844898370776122370,0.014496954950528065
6509672677845843969,7056589938901664769,0.06521331883904245
6509672677845843969,7124524290486535170,0.015149965060026978
6509672677845843969,7198497671228834818,0.01576754683552387
6509672677845843969,7257089825308165126,0.015166367843211922
6509672677845843969,7476774838238430216,0.015656356819548883
6509672677845843969,7484436088774624274,0.015922127503384603
6509672677845843969,7512754059523769352,0.01611260911929497
6509672677845843969,7629938843277640725,0.013919052719191768
6509672677845843969,7642599508594115605,0.016937052713462686
6509672677845843969,7648650172402435093,0.01961351552950628
6509672677845843969,7654157094572098561,0.016781765049147794
6509672677845843969,86855738395926528,0.015275049618130603
6523428105334456322,6539111130748452865,0.014635640031099678
6523428105334456322,6589861717978136578,0.014898707006183953
6523428105334456322,6616200298652958722,0.015863537519690187
6523428105334456322,6688554928719643649,0.024533293697031403
6523428105334456322,6733504201782395905,0.03362748162901147
6523428105334456322,6832456761011995649,0.014620897523550887
6523428105334456322,6844898370776122370,0.024158235989648932
6523428105334456322,6845216238998684674,0.02210590978740535
6523428105334456322,6869604967994541057,0.013622669380231354
6523428105334456322,6869941060425237506,0.013342151863805236
6523428105334456322,6881613830130418689,0.014070149097678925
6523428105334456322,6885133273098388482,0.029940430536537645
6523428105334456322,6891957094863389697,0.028415025816941292
6523428105334456322,6922656772109452290,0.014887559537101532
6523428105334456322,6949516198539346945,0.028894553450608183
6523428105334456322,6959317815221093378,0.01508859290458102
6523428105334456322,6983637584456647681,0.015069571946389542
6523428105334456322,6986850469483676673,0.017814981266000687
6523428105334456322,7002112944796779546,0.028556552955238856
6523428105334456322,7096068961858765826,0.02318173064572628
6523428105334456322,7135220356252517402,0.022544945794013057
6523428105334456322,7358103277785891846,0.030653937371359553
6523428105334456322,7361451922681119749,0.022800113617869534
6523428105334456322,7384728630012806150,0.01750222777737266
6523428105334456322,7650741089351484436,0.006117982999605401
6523428105334456322,86855738395926528,0.00893089199039942
6530552777457238017,6796501145089229825,0.011184681075674021
6530552777457238017,6826232852025263106,0.01049570768353882
6530552777457238017,6843726665424585734,0.010934899601339195
6530552777457238017,6858020241664181249,0.01749483909936343
6530552777457238017,6907064109915046914,0.01768613094774125
6530552777457238017,7020605956485940251,0.01521009181828108
6530552777457238017,7124524290486535170,0.011500158545288165
6530552777457238017,7198497671228834818,0.010813562899889743
6530552777457238017,7257089825308165126,0.011480503299574325
6530552777457238017,7476774838238430216,0.015722731241937772
6530552777457238017,7484436088774624274,0.015133092748331366
6530552777457238017,7493882569899394065,0.014359849873264524
6530552777457238017,7512754059523769352,0.01048168511596145
6530552777457238017,7629938843277640725,0.007987107735515213
6530552777457238017,7654157094572098561,0.009896262468743781
6539111130748452865,6589861717978136578,0.015427402200484823
6539111130748452865,6688554928719643649,0.014496670221110078
6539111130748452865,6733504201782395905,0.03101819848551041
6539111130748452865,6754421722797048833,0.014223835503919756
6539111130748452865,6832456761011995649,0.01571284961458511
6539111130748452865,6844898370776122370,0.01447099419274207
6539111130748452865,6922656772109452290,0.01543825231366863
6539111130748452865,6959317815221093378,0.014176417200243825
6539111130748452865,6970866552057267202,0.014835010256449486
6539111130748452865,6983637584456647681,0.014163480476986469
6539111130748452865,7000352128338478081,0.014572743962919039
6539111130748452865,7060924497801593882,0.014406913486591615
6539111130748452865,7135220356252517402,0.015580363040422004
6539111130748452865,7448255517355164673,0.014518009963483298
6589861717978136578,6688554928719643649,0.014044331304899448
6589861717978136578,6733504201782395905,0.015427826488555053
6589861717978136578,6832456761011995649,0.015407055661074656
6589861717978136578,6836139867615151105,0.013017242479583944
6589861717978136578,6844898370776122370,0.014013005181899279
6589861717978136578,6856714213596726273,0.013274203796676274
6589861717978136578,6922656772109452290,0.01567463523342288
6589861717978136578,6949516198539346945,0.037161697594828465
6589861717978136578,6959317815221093378,0.014436674031836743
6589861717978136578,6970866552057267202,0.01438006289000349
6589861717978136578,6971392711799964673,0.016712128010360632
6589861717978136578,6983637584456647681,0.014422032770952593
6589861717978136578,7000352128338478081,0.01410743027054657
6589861717978136578,7135220356252517402,0.015533543636867651
6589861717978136578,7581801127412319248,0.016714049957716498
6616200298652958722,6744584940111905794,0.015514280105296752
6616200298652958722,6836139867615151105,0.01792600727220182
6616200298652958722,6845216238998684674,0.017831536985849276
6616200298652958722,6859585767275381762,0.023841421985248364
6616200298652958722,6869604967994541057,0.015936356845407305
6616200298652958722,6881613830130418689,0.01944707456662665
6616200298652958722,6885133273098388482,0.017722739730696283
6616200298652958722,6891957094863389697,0.017817639719838442
6616200298652958722,6941389168077702146,0.016289572110491164
6616200298652958722,6966148415672173569,0.016789768276874978
6616200298652958722,6987280497861067778,0.032635933258172586
6616200298652958722,7002112944796779546,0.020958964587361937
6616200298652958722,7219631248322511874,0.02111060913146783
6616200298652958722,7361451922681119749,0.03896285398237367
6616200298652958722,7379787571319522310,0.017516446421862873
6616200298652958722,7520091064683021319,0.013144104393225994
6688554928719643649,6733504201782395905,0.014720468298207267
6688554928719643649,6754421722797048833,0.014098503712139296
6688554928719643649,6832456761011995649,0.014315046189662561
6688554928719643649,6844898370776122370,0.02344208525281186
6688554928719643649,6919245969214080001,0.014433755590272778
6688554928719643649,6922656772109452290,0.014054646754297764
6688554928719643649,6949516198539346945,0.025830027501400874
6688554928719643649,6970866552057267202,0.014056379961032392
6688554928719643649,7000352128338478081,0.0144299318527097
6688554928719643649,7012854598687966235,0.029130050077814124
6688554928719643649,7060924497801593882,0.014274669588177108
6688554928719643649,7135220356252517402,0.014189519863911796
6688554928719643649,7305828667954021382,0.014059064417690626
6688554928719643649,7358103277785891846,0.014346260458931774
6688554928719643649,7448255517355164673,0.014374035086638455
6706433608792802305,6848106255912207361,0.013891319618281103
6706433608792802305,6849158272508838913,0.0169129047957904
6706433608792802305,6853326473168716802,0.013668267422574328
6706433608792802305,6885133273098388482,0.025086945304208692
6706433608792802305,6891957094863389697,0.011209379726298522
6706433608792802305,6936501950632805377,0.02451496228847887
6706433608792802305,6958268752132178946,0.0147739053715513
6706433608792802305,6971392711799964673,0.01635510723658856
6706433608792802305,6986850469483676673,0.015648335208387053
6706433608792802305,7135414649268880411,0.016261208477343386
6706433608792802305,7270110578827150342,0.022109945026622738
6706433608792802305,7309331808796460037,0.017507302966666284
6706433608792802305,7319919338914857990,0.011264515629336468
6706433608792802305,7372140179509216261,0.014112207836140313
6706433608792802305,7496951292298249223,0.012523185934281976
6733504201782395905,6754421722797048833,0.014451716417675993
6733504201782395905,6832456761011995649,0.015715510574068076
6733504201782395905,6844898370776122370,0.01469749581542749
6733504201782395905,6845216238998684674,0.016600026968433455
6733504201782395905,6885133273098388482,0.02817891527859322
6733504201782395905,6891957094863389697,0.05786081173347091
6733504201782395905,6907064109915046914,0.011732857722029724
6733504201782395905,6919245969214080001,0.014823510343683625
6733504201782395905,6922656772109452290,0.015438761691083996
6733504201782395905,6959317815221093378,0.014167396345183308
6733504201782395905,6970866552057267202,0.015061488245333238
6733504201782395905,6983637584456647681,0.02312105222795046
6733504201782395905,7000352128338478081,0.01480331221603258
6733504201782395905,7000964924840608769,0.026266653545628123
6733504201782395905,7002112944796779546,0.021444018985933934
6733504201782395905,7060924497801593882,0.02353795927308541
6733504201782395905,7135220356252517402,0.021437696329885222
6733504201782395905,7135414649268880411,0.019782566795113875
6733504201782395905,7361451922681119749,0.02572897375138317
6733504201782395905,7384728630012806150,0.015506669763333699
6733504201782395905,7448255517355164673,0.014756337994186864
6744584940111905794,6836139867615151105,0.015498588617285305
6744584940111905794,6859585767275381762,0.016870086825903317
6744584940111905794,6869604967994541057,0.01334709367397805
6744584940111905794,6874733816599708673,0.003903761672786942
6744584940111905794,6881613830130418689,0.029275974923969435
6744584940111905794,6941389168077702146,0.016726919968765293
6744584940111905794,6949516198539346945,0.021527644995485203
6744584940111905794,6959317815221093378,0.015561609193362542
6744584940111905794,6987280497861067778,0.01390397670557564
6744584940111905794,7096068961858765826,0.013061730041035686
6744584940111905794,7219631248322511874,0.015675115296626043
6744584940111905794,7257089825308165126,0.01352766958474461
6744584940111905794,7358103277785891846,0.013499070936751244
6744584940111905794,7361451922681119749,0.01561818439116374
6744584940111905794,7520091064683021319,0.021432923185844877
6754421722797048833,6844898370776122370,0.014488331974963608
6754421722797048833,6849158272508838913,0.011521056249704115
6754421722797048833,6856714213596726273,0.014021602090181055
6754421722797048833,6918855608540644354,0.01422352378961902
6754421722797048833,6919245969214080001,0.02682708619769245
6754421722797048833,6970866552057267202,0.013785928204748207
6754421722797048833,7000352128338478081,0.020603604327865763
6754421722797048833,7003367467040949249,0.0143598749935293
6754421722797048833,7012854598687966235,0.015016371846157332
6754421722797048833,7060924497801593882,0.01436092301452874
6754421722797048833,7096479885301138458,0.014899292266346169
6754421722797048833,7222475408116515866,0.014435653077176147
6754421722797048833,7305828667954021382,0.01516155556511206
6754421722797048833,7448255517355164673,0.015462743427636632
6754421722797048833,7581801127412319248,0.04170010154567952
6796501145089229825,6826232852025263106,0.015973419633964828
6796501145089229825,6843726665424585734,0.016376818738502212
6796501145089229825,6907064109915046914,0.009725684263631894
6796501145089229825,6958268752132178946,0.009311409712786873
6796501145089229825,7020605956485940251,0.013469185243731975
6796501145089229825,7124524290486535170,0.01634137545292734
6796501145089229825,7198497671228834818,0.016264243701629592
6796501145089229825,7257089825308165126,0.01635759278701949
6796501145089229825,7358103277785891846,0.01376616743874771
6796501145089229825,7384728630012806150,0.014471040532898978
6796501145089229825,7476774838238430216,0.016369713665606935
6796501145089229825,7484436088774624274,0.027775843458268924
6796501145089229825,7493882569899394065,0.014098251699379215
6796501145089229825,7512754059523769352,0.015960766989206038
6796501145089229825,7642599508594115605,0.01553785908269593
6796501145089229825,7648650172402435093,0.01523278650186078
6796501145089229825,7654157094572098561,0.015438188486977448
6806265446909510657,6826232852025263106,0.016815987227335877
6806265446909510657,6858020241664181249,0.03224969148732492
6806265446909510657,6869941060425237506,0.03141893340705568
6806265446909510657,6872243314772345857,0.017518569180814528
6806265446909510657,6876731745220920321,0.0175680095697069
6806265446909510657,6885133273098388482,0.018740833956575848
6806265446909510657,6932353646320108546,0.01620902523950602
6806265446909510657,6934842504743879681,0.02058171509620235
6806265446909510657,6936501950632805377,0.01441769139136334
6806265446909510657,6941389168077702146,0.031143900415477672
6806265446909510657,6949516198539346945,0.02147298188980959
6806265446909510657,6966148415672173569,0.017723419225948674
6806265446909510657,6971392711799964673,0.02058541367292697
6806265446909510657,6986850469483676673,0.017569724317600576
6806265446909510657,7002112944796779546,0.017838991425332046
6806265446909510657,7096068961858765826,0.027899777681978478
6806265446909510657,7358103277785891846,0.018111235331809538
6806265446909510657,7372140179509216261,0.013375445911701376
6806265446909510657,7379787571319522310,0.030655064962786808
6806265446909510657,7384728630012806150,0.02922441763969534
