source,target,weight
106026740199636992,6545402399622742017,0.01612069060542805
106026740199636992,6797983925664302082,0.015847460865342198
106026740199636992,6853606251437016066,0.01636816723685822
106026740199636992,6869604967994541057,0.01614006413539549
106026740199636992,6871174504082342914,0.019717659626206988
106026740199636992,6881613830130418689,0.01623519987791974
106026740199636992,6886446824174076930,0.01622700329848719
106026740199636992,6924145368151442437,0.015825558524703295
106026740199636992,7024874583044637697,0.01701477254708241
106026740199636992,7096068961858765826,0.026454648773152078
106026740199636992,7326825435546174471,0.015649707778056424
106026740199636992,7358103277785891846,0.015671486993318943
106026740199636992,7398639237263229958,0.015182129552102627
106026740199636992,7444920523094967314,0.015965533056056497
106026740199636992,7507818955039278088,0.015642273775109263
106026740199636992,7627890544752886791,0.022438880334244293
119419377912877056,6737078948611769345,0.01718091942434777
119419377912877056,6815404286269621250,0.022828792583068618
119419377912877056,6922636080495952898,0.09235773018873024
119419377912877056,6964587861862876161,0.02997723852214112
119419377912877056,7049555900038759426,0.015055894315117814
119419377912877056,7098020878919943170,0.02110718420469566
119419377912877056,7144238456486331418,0.015448034777723304
119419377912877056,7238631407236580358,0.01567142468862215
119419377912877056,7271800847229633541,0.016012712434749842
119419377912877056,7321759691690951685,0.02065724468058436
119419377912877056,7329677372679472133,0.016389161955237423
119419377912877056,7331684378399196166,0.039519464857273666
119419377912877056,7352412606437704710,0.01692978463224307
119419377912877056,7383901183393448966,0.0203891735867843
119419377912877056,7384728630012806150,0.017281630282441146
121271840324419584,6528922039171481602,0.02057103909521556
121271840324419584,6549604284051374082,0.03627542774143991
121271840324419584,6769926844173255682,0.017277434685569314
121271840324419584,6808778790597116929,0.02830407360293774
121271840324419584,6868961500935226369,0.015735235141485886
121271840324419584,6891120589751452673,0.015807003698449625
121271840324419584,6921629815418848258,0.030702776754475535
121271840324419584,6959045098000991234,0.03567266778339178
121271840324419584,6999586453593031681,0.02336285053594834
121271840324419584,7084186676168508442,0.016741459237017774
121271840324419584,7113527717450810370,0.016048173729117186
121271840324419584,7177726893490603034,0.01593653739804984
121271840324419584,7455150278313755655,0.015758254454630704
121271840324419584,7478421096736359430,0.015545493455385685
121271840324419584,7516118321939727361,0.019316949002485307
121271840324419584,7518436263998063623,0.015790060320454432
134975594403930112,6603342286892646401,0.019494704065824903
134975594403930112,6753525995004068865,0.01769718017153615
134975594403930112,6823738969319965698,0.027023821329207023
134975594403930112,6837516209820517378,0.017168930799540662
134975594403930112,6866036800730088449,0.017008385759895456
134975594403930112,6869941060425237506,0.01609101513987864
134975594403930112,6871752909106938881,0.023235278506993813
134975594403930112,6878826082558428161,0.02650038402563608
134975594403930112,6910170213696111618,0.015758413778693636
134975594403930112,6921359025180574721,0.021540227606160128
134975594403930112,6921629815418848258,0.03182745406628636
134975594403930112,6932353646320108546,0.01572685034027832
134975594403930112,6949516198539346945,0.028390745919248676
134975594403930112,6967196401395139585,0.027772477273214243
134975594403930112,6971392711799964673,0.021825939670681412
134975594403930112,7006304525616579610,0.015739354166654465
134975594403930112,7047408056128914434,0.027976438901947998
134975594403930112,7135414649268880411,0.01921671279859755
134975594403930112,7141082435111142402,0.015818338725483303
134975594403930112,7144565544971797531,0.023805411417986595
134975594403930112,7238631407236580358,0.01410937218261402
134975594403930112,7254140507394245638,0.04692346438301321
134975594403930112,7264489075083461633,0.02048759034828883
134975594403930112,7265249858515158022,0.025191100876521752
134975594403930112,7276081914455933957,0.04593241536266955
134975594403930112,7370877163489444869,0.015267549523480318
134975594403930112,7479292129044612104,0.03809779212882508
134975594403930112,7542789080502682641,0.04339705007545041
134975594403930112,7592121729054213121,0.020047214279113913
134975594403930112,7627890544752886791,0.03597862102571056
1690141112168498,6606388140461195266,0.0275786532985612
1690141112168498,6772179954580112386,0.023706355615644926
1690141112168498,6833204431723512834,0.41464151092557744
1690141112168498,6840120098842379265,0.027562061779477287
1690141112168498,6859637966656177154,0.03576853846955665
1690141112168498,6870129679489238018,0.028636482478990425
1690141112168498,6874733816599708673,0.015247620774965259
1690141112168498,6914228315911128066,0.01917376968139276
1690141112168498,6918855608540644354,0.3012489740346487
1690141112168498,6959306103192912897,0.015548457429489654
1690141112168498,6964970683512931333,0.35512412031420537
1690141112168498,6977774091941102597,0.015216260333900564
1690141112168498,6978562375062799362,0.015352776923781787
1690141112168498,6992412727014048794,0.35512412031420537
1690141112168498,7054007488706429979,0.028046363438161394
1690141112168498,7060028465760486402,0.35512412031420537
1690141112168498,7113527717450810370,0.04052735863690878
1690141112168498,7182583625258632193,0.015480274596170759
1690141112168498,7195479055549924378,0.0407409817186587
1690141112168498,7338600730439353346,0.0154934832001821
1690141112168498,7421159900989047814,0.02733010509969183
1690141112168498,7423293361527014405,0.03620843551252417
1690141112168498,7481889367460938759,0.020143618189028687
1690141112168498,7488005359321629703,0.05670355276012589
1690141112168498,7639298353755030529,0.01551947457265165
1690191252265986,6522266976063062018,0.016014846671464713
1690191252265986,6601382080231391234,0.016232320588477837
1690191252265986,6796494815040848898,0.01626772747822509
1690191252265986,6807970882242675714,0.01623973601844549
1690191252265986,6851242490378437633,0.018826325369167316
1690191252265986,6860294785044874241,0.01660924363178164
1690191252265986,6920046433724023810,0.023617791197057814
1690191252265986,6921629815418848258,0.01840256371679457
1690191252265986,6942299627752735746,0.016000612355662365
1690191252265986,6968111084863783938,0.016240234615342172
1690191252265986,6993562834723374086,0.016282911587485543
