mode,n_comments,n_nodes,n_edges,n_canopies,n_clusters,canopy_sec,build_sec,cluster_sec,score_sec,total_sec,modularity,conductance_mean,avg_degree,density,num_components,num_suspicious_clusters,num_suspicious_users,suspicious_cluster_ratio,suspicious_user_ratio,avg_cluster_density,avg_content_repetition,avg_temporal_burst,avg_high_frequency,avg_account_age_ratio,account_age_coverage,intra_canopy_edge_ratio,mean_suspicious_score,max_suspicious_score
pipeline,150,149,943,146,75,0.11870339995948598,0.007453300000634044,0.008864799980074167,0.026530600036494434,0.16155209997668862,0.1569923467279116,0.7805060360421197,12.657718120805368,0.08552512243787412,5.0,1.0,2.0,0.013333333333333334,0.013422818791946308,0.05497766571146675,0.006520087824770274,0.06297254790277532,0.00023391812865497074,,0.0,0.0,0.4347924854837359,0.4347924854837359
canopy_only,150,149,0,146,146,0.1334774999995716,0.0,0.0,0.0,0.1334774999995716,,,,,,,,,,,,,,,,,,
canopy_only,150,149,0,146,146,0.12810789997456595,0.0,0.0,0.0,0.12810789997456595,,,,,,,,,,,,,,,,,,
kruskal_only,150,149,941,146,76,0.12981050001690164,0.00759920000564307,0.009465500013902783,0.027408799971453846,0.17428400000790134,0.15366646903659892,0.7864871420526671,12.630872483221477,0.08534373299473971,5.0,1.0,2.0,0.013157894736842105,0.013422818791946308,0.057811113062329604,0.007199017813664492,0.06214396174615985,0.00023084025854108956,,0.0,,0.43767363794472025,0.43767363794472025
kruskal_only,150,149,941,146,76,0.13417049997951835,0.007573599985335022,0.008689200039952993,0.024964499985799193,0.17539779999060556,0.15366646903659892,0.7864871420526671,12.630872483221477,0.08534373299473971,5.0,1.0,2.0,0.013157894736842105,0.013422818791946308,0.057811113062329604,0.007199017813664492,0.06214396174615985,0.00023084025854108956,,0.0,,0.43767363794472025,0.43767363794472025
pipeline,200,199,1258,192,101,0.2341211000457406,0.010157299984712154,0.011263899970799685,0.03702039999188855,0.292562699993141,0.32429852265249715,0.7081794285436595,12.64321608040201,0.06385462666869703,7.0,1.0,2.0,0.009900990099009901,0.010050251256281407,0.05044431393333454,0.0065347640792992046,0.05278274948696401,0.00029120559114735004,,0.0,0.0,0.45417591123438816,0.45417591123438816
pipeline,200,199,1258,192,101,0.2442193000460975,0.010020900052040815,0.011523099965415895,0.035716500016860664,0.30147980008041486,0.32429852265249715,0.7081794285436595,12.64321608040201,0.06385462666869703,7.0,1.0,2.0,0.009900990099009901,0.010050251256281407,0.05044431393333454,0.0065347640792992046,0.05278274948696401,0.00029120559114735004,,0.0,0.0,0.45417591123438816,0.45417591123438816
canopy_only,200,199,0,192,192,0.21601689996896312,0.0,0.0,0.0,0.21601689996896312,,,,,,,,,,,,,,,,,,
canopy_only,200,199,0,192,192,0.25013230001786724,0.0,0.0,0.0,0.25013230001786724,,,,,,,,,,,,,,,,,,
kruskal_only,200,199,1258,192,103,0.19437600002856925,0.009730899997521192,0.011314700008369982,0.03685969999060035,0.2522813000250608,0.3111634110513076,0.7252470912347296,12.64321608040201,0.06385462666869703,7.0,1.0,2.0,0.009708737864077669,0.010050251256281407,0.05770374205164195,0.007357519760677162,0.06454294745841273,0.0005393743257820927,,0.0,,0.45711708770497644,0.45711708770497644
kruskal_only,200,199,1258,192,103,0.17826110002351925,0.010283299954608083,0.012597399996593595,0.037140400032512844,0.23828220000723377,0.3111634110513076,0.7252470912347296,12.64321608040201,0.06385462666869703,7.0,1.0,2.0,0.009708737864077669,0.010050251256281407,0.05770374205164195,0.007357519760677162,0.06454294745841273,0.0005393743257820927,,0.0,,0.45711708770497644,0.45711708770497644
pipeline,300,299,1789,284,155,0.5499667000258341,0.014208199980203062,0.017319200036581606,0.05831329995999113,0.6398074000026099,0.39933606893046375,0.7135862682077199,11.966555183946488,0.04015622544948486,12.0,1.0,2.0,0.0064516129032258064,0.006688963210702341,0.061201291463466145,0.008811456474560272,0.049771601584351434,0.00028050490883590464,,0.0,0.0,0.46024465453223323,0.46024465453223323
pipeline,300,299,1789,284,155,0.8569160999613814,0.0177228000247851,0.01960579998558387,0.06730639998568222,0.9615510999574326,0.39933606893046375,0.7135862682077199,11.966555183946488,0.04015622544948486,12.0,1.0,2.0,0.0064516129032258064,0.006688963210702341,0.061201291463466145,0.008811456474560272,0.049771601584351434,0.00028050490883590464,,0.0,0.0,0.46024465453223323,0.46024465453223323
canopy_only,300,299,0,284,284,0.6428345000022091,0.0,0.0,0.0,0.6428345000022091,,,,,,,,,,,,,,,,,,
canopy_only,300,299,0,284,284,0.7440475000184961,0.0,0.0,0.0,0.7440475000184961,,,,,,,,,,,,,,,,,,
kruskal_only,300,299,1785,284,155,0.7382492999895476,0.013925999985076487,0.018086399999447167,0.06751810002606362,0.8377798000001349,0.3754516045118831,0.7521797501762314,11.939799331103679,0.04006644070840161,12.0,1.0,2.0,0.0064516129032258064,0.006688963210702341,0.07654623019364523,0.010029831762608472,0.06813430498154817,0.0003795066413662239,,0.0,,0.4638645640344957,0.4638645640344957
kruskal_only,300,299,1785,284,155,0.6591565000126138,0.014178399986121804,0.017220200039446354,0.06964640005026013,0.7602015000884421,0.3754516045118831,0.7521797501762314,11.939799331103679,0.04006644070840161,12.0,1.0,2.0,0.0064516129032258064,0.006688963210702341,0.07654623019364523,0.010029831762608472,0.06813430498154817,0.0003795066413662239,,0.0,,0.4638645640344957,0.4638645640344957
pipeline,500,498,2865,426,252,0.9014551999862306,0.023557900043670088,0.028198299987707287,0.15937660000054166,1.1125880000181496,0.27310075297841513,0.7788729307540269,11.506024096385541,0.023150953916268698,19.0,1.0,2.0,0.003968253968253968,0.004016064257028112,0.04293877542800018,0.0054309445527346055,0.02545070512612387,2.3480792711561942e-05,,0.0,0.004307176891863399,0.45092282117825433,0.45092282117825433
pipeline,500,498,2865,426,252,1.8602848000009544,0.02383910003118217,0.027921299973968416,0.09156470000743866,2.0036099000135437,0.27310075297841513,0.7788729307540269,11.506024096385541,0.023150953916268698,19.0,1.0,2.0,0.003968253968253968,0.004016064257028112,0.04293877542800018,0.0054309445527346055,0.02545070512612387,2.3480792711561942e-05,,0.0,0.004307176891863399,0.45092282117825433,0.45092282117825433
canopy_only,500,498,0,426,426,1.2551079000113532,0.0,0.0,0.0,1.2551079000113532,,,,,,,,,,,,,,,,,,
canopy_only,500,498,0,426,426,2.454209199990146,0.0,0.0,0.0,2.454209199990146,,,,,,,,,,,,,,,,,,
kruskal_only,500,498,2859,426,248,5.51553709997097,0.0351772999856621,0.05015960003947839,0.2501973999897018,5.851071399985813,0.3644731930173529,0.8110487102980372,11.481927710843374,0.02310247024314562,19.0,1.0,2.0,0.004032258064516129,0.004016064257028112,0.08260993113067772,0.009827556899385616,0.047395889076595844,0.00011859582542694497,,0.0,,0.4538639976488426,0.4538639976488426
kruskal_only,500,498,2859,426,248,5.889531499997247,0.050341500027570873,0.0611217999830842,0.2594991999794729,6.260493999987375,0.3644731930173529,0.8110487102980372,11.481927710843374,0.02310247024314562,19.0,1.0,2.0,0.004032258064516129,0.004016064257028112,0.08260993113067772,0.009827556899385616,0.047395889076595844,0.00011859582542694497,,0.0,,0.4538639976488426,0.4538639976488426
pipeline,750,723,3891,580,380,7.273523600015324,0.058377399982418865,0.08899359998758882,0.4223840000340715,7.843278600019403,0.41484678532234665,0.7597968030541652,10.763485477178424,0.01490787462213078,41.0,1.0,2.0,0.002631578947368421,0.0027662517289073307,0.05799160660433988,0.005747630326423516,0.027833612239830247,0.0024450037100738026,,0.0,0.0020961932393211524,0.3551706867511956,0.3551706867511956
pipeline,750,723,3891,580,380,6.50362639996456,0.06030260003171861,0.07886589999543503,0.376176200050395,7.0189711000421084,0.41484678532234665,0.7597968030541652,10.763485477178424,0.01490787462213078,41.0,1.0,2.0,0.002631578947368421,0.0027662517289073307,0.05799160660433988,0.005747630326423516,0.027833612239830247,0.0024450037100738026,,0.0,0.0020961932393211524,0.3551706867511956,0.3551706867511956
canopy_only,750,723,0,580,580,6.574800500005949,0.0,0.0,0.0,6.574800500005949,,,,,,,,,,,,,,,,,,
canopy_only,750,723,0,580,580,7.027996100019664,0.0,0.0,0.0,7.027996100019664,,,,,,,,,,,,,,,,,,
kruskal_only,750,723,3888,580,380,6.669235399982426,0.056796499993652105,0.07413900003302842,0.3989818999543786,7.1991527999634854,0.36739326991217436,0.7807512100857628,10.755186721991702,0.014896380501373548,41.0,1.0,2.0,0.002631578947368421,0.0027662517289073307,0.0628706873209918,0.0065590257552254365,0.03012961932742679,0.0033543012460729286,,0.0,,0.3617282253955109,0.3617282253955109
kruskal_only,750,723,3888,580,380,6.802565800026059,0.056980499997735023,0.07721209997544065,0.6660046000033617,7.6027630000025965,0.36739326991217436,0.7807512100857628,10.755186721991702,0.014896380501373548,41.0,1.0,2.0,0.002631578947368421,0.0027662517289073307,0.0628706873209918,0.0065590257552254365,0.03012961932742679,0.0033543012460729286,,0.0,,0.3617282253955109,0.3617282253955109
pipeline,1000,963,5123,758,502,7.653200700005982,0.19540949998190627,0.11441779998131096,0.49474180000834167,8.457769799977541,0.4662663989952925,0.7413115594062322,10.639667705088266,0.011059945639384892,55.0,1.0,2.0,0.00199203187250996,0.0020768431983385254,0.04265928329884075,0.004738836104031151,0.024426551744256134,0.00478220495867991,,0.0,0.002454853293338721,0.43174472329184493,0.43174472329184493
pipeline,1000,963,5123,758,502,7.2074342999840155,0.0741789999883622,0.10347299999557436,0.49915560003137216,7.884241899999324,0.4662663989952925,0.7413115594062322,10.639667705088266,0.011059945639384892,55.0,1.0,2.0,0.00199203187250996,0.0020768431983385254,0.04265928329884075,0.004738836104031151,0.024426551744256134,0.00478220495867991,,0.0,0.002454853293338721,0.43174472329184493,0.43174472329184493
canopy_only,1000,963,0,758,758,7.9093899999861605,0.0,0.0,0.0,7.9093899999861605,,,,,,,,,,,,,,,,,,
canopy_only,1000,963,0,758,758,7.279021100024693,0.0,0.0,0.0,7.279021100024693,,,,,,,,,,,,,,,,,,
kruskal_only,1000,963,5117,758,507,7.311568800010718,0.07508629997028038,0.09509539999999106,0.5611711000092328,8.042921599990223,0.42105433568870143,0.7750170739136615,10.627206645898235,0.01104699235540357,55.0,1.0,2.0,0.0019723865877712033,0.0020768431983385254,0.06251621619481801,0.00675505900392073,0.032966367007896756,0.003305729801481715,,0.0,,0.42062086067661586,0.42062086067661586
kruskal_only,1000,963,5117,758,507,7.200615600042511,0.07561209995765239,0.10702120000496507,0.5736392000108026,7.956888100015931,0.42105433568870143,0.7750170739136615,10.627206645898235,0.01104699235540357,55.0,1.0,2.0,0.0019723865877712033,0.0020768431983385254,0.06251621619481801,0.00675505900392073,0.032966367007896756,0.003305729801481715,,0.0,,0.42062086067661586,0.42062086067661586
