component_id,component_size,node_ids,labels
1,98,"[""277636453445046272"", ""6557891870416224258"", ""6565018648809078790"", ""6586144504133271558"", ""6627871200587038726"", ""6630176154991411206"", ""6647609787890106374"", ""6669850252496093190"", ""6693961050361267206"", ""6700212094179394565"", ""6705803659719263237"", ""6718433480264762373"", ""6765565991936377862"", ""6793797962901242885"", ""6802216129184941062"", ""6803687435404641286"", ""6806764615436223494"", ""6807686944023020545"", ""6814332639731713025"", ""6829337968281682949"", ""6831114394236601346"", ""6842625485920437250"", ""6849714013304079366"", ""6865188838906889221"", ""6876111398716916738"", ""6880273018033079298"", ""6884016318182720517"", ""6887161232442033153"", ""6889429234431853574"", ""6908266585728697349"", ""6914932704597935110"", ""6933063571936953349"", ""6933226203005453314"", ""6962998966736946178"", ""6969779682486141958"", ""6982171632279634946"", ""6987706064737289217"", ""6995594325438972933"", ""7009641336668161030"", ""7014863130023052293"", ""7024773008388834309"", ""7028867830490547206"", ""7033309963939496987"", ""7047494209448166401"", ""7057768423321748481"", ""7071395036047131653"", ""7074661077590197253"", ""7089082529218593798"", ""7093023801574867969"", ""7124134844511126555"", ""7125195944199996422"", ""7139448682156131355"", ""7141833908052296709"", ""7154612198102483973"", ""7154955988025590786"", ""7170886050868675589"", ""7174050320195568646"", ""7227584300489081862"", ""7232053097944777733"", ""7234260997438374917"", ""7248602643801932827"", ""7253090810513097730"", ""7256202462158406658"", ""7290350607356150827"", ""7308377902638728224"", ""7315521386973627425"", ""7327226218813391877"", ""7333933730745566213"", ""7337597547799020549"", ""7345693452820186117"", ""7361069886359716906"", ""7367577463750132741"", ""7378567914254959622"", ""7387033416446837765"", ""7389767673448285226"", ""7396903607784490000"", ""7407221110629073926"", ""7421992589585843243"", ""7424553645365543942"", ""7434627254548382776"", ""7442002957991724065"", ""7444668199523992609"", ""7455253044214449159"", ""7457519820280644613"", ""7462811958108062726"", ""7469354913887241217"", ""7475281813004338198"", ""7499826250930226194"", ""7510166423118758918"", ""7546456230891750422"", ""7547644791631135764"", ""7555104317654008839"", ""7567226487067427860"", ""7579316049855841287"", ""7585691270368019463"", ""7594214580139967544"", ""7610014708498023431"", ""7610364091814872085""]","[""tetlock80"", ""meyomeo94"", ""zhyqr"", ""zubairali_1"", ""shah__salar07"", ""sobi4014"", ""savingtheworld2017"", ""itsbrandonmax"", ""najimtalhaoui"", ""user0gk9j4n7dp"", ""asifsial75"", ""iqbalmahmood63"", ""user783132655"", ""badaixiii"", ""m3fzk"", ""imafgx"", ""luisrios16740"", ""wolfofwallstreetnewyork"", ""yeojm168"", ""tiktokblaal"", ""kenapabruh"", ""lamawangju"", ""riz.000"", ""twixfc6"", ""_lululnasir13dec"", ""andrelima1969"", ""habib1871"", ""mundanial46"", ""sajjadhadergsajjad"", ""synchjxrc5e"", ""thegoods83"", ""imarockprincess.official"", ""khuxchai"", "".hussein231"", ""madriddddo"", ""sigma3838"", ""justnobody11223344"", ""chinio_horseman"", ""wendiebln"", ""emsewingmechanics"", ""wrap.it.up.lil.bro"", ""hadiza2224"", ""mustclean.malang"", ""crashoveride6163"", ""nashruddin90"", ""frank_nyoiks"", ""stradero2"", ""natztourguide"", ""putrabieu"", ""nonijeyms"", ""jamilubala28"", ""naem9577"", ""siddxfitness23"", ""wizzy_1267"", ""sfrecordsshafie"", ""raphael_gera"", ""ugfamous"", ""soyabed29"", ""suzukirabe"", ""saad.the.airporttaximann"", ""xarunarala"", ""hidayat.safi8"", ""dniolsss"", ""kar98802"", ""panther230523"", ""kristin5752"", ""saddiqcad"", ""dudu.fudu3"", ""user9815339781614"", ""_kampalaboys"", ""bassresearch"", ""maryamyahya561"", ""ins.onelia"", ""kiruba2579"", ""imrubberurglue4"", ""muhammad.rehan2958"", ""bukandia_881"", ""stevenst352"", ""user7958738129222"", ""anasbukari229"", ""new.era.606"", ""paddylad28"", ""saif.7883"", ""lorduzivert"", ""nainglinnsoe556"", ""tengkurizz"", ""alpha.beta639"", ""amon.ra752"", ""rico.bzed"", ""videocopyforeveryone"", ""ek.nepali0"", ""user926194642"", ""user33046853053934"", ""muhammadzehri_"", ""ryan.hulk7"", ""france.france3021"", ""mirandaloves1"", ""davidwilliams17080""]"
